,doc_id,sentence
1487,37,       e'en then who knew this iron heart
1488,37,"       in woman's weakness had a part,"
1489,37,     i have no words- alas!- to tell
1490,37,     the loveliness of loving well!
1491,37,     nor would i now attempt to trace
1492,37,     the more than beauty of a face
1493,37,"     whose lineaments, upon my mind,"
1494,37,"     are- shadows on th' unstable wind,"
1495,37,     thus i remember having dwelt
1496,37,"       some page of early lore upon,"
1497,37,"     with loitering eye, till i have felt"
1498,37,     the letters- with their meaning- melt
1499,37,"       to fantasies- with none,"
1500,37,"     o, she was worthy of all love!"
1501,37,       love- as in infancy was mine-
1502,37,     'twas such as angel minds above
1503,37,       might envy; her young heart the shrine
1504,37,     on which my every hope and thought
1505,37,"       were incense- then a goodly gift,"
1506,37,         for they were childish and upright-
1507,37,"     pure- as her young example taught,"
1508,37,"       why did i leave it, and, adrift,"
1509,37,"         trust to the fire within, for light?"
1510,37,"     we grew in age- and love- together,"
1511,37,"       roaming the forest, and the wild;"
1512,37,     my breast her shield in wintry weather-
1513,37,"       and when the friendly sunshine smil'd,"
1514,37,"     and she would mark the opening skies,"
1515,37,"     i saw no heaven- but in her eyes,"
1516,37,"     young love's first lesson is- the heart,"
1517,37,"       for 'mid that sunshine, and those smiles,"
1518,37,"     when, from our little cares apart,"
1519,37,"       and laughing at her girlish wiles,"
1520,37,"     i'd throw me on her throbbing breast,"
1521,37,       and pour my spirit out in tears-
1522,37,     there was no need to speak the rest-
1523,37,       no need to quiet any fears
1524,37,"     of her- who ask'd no reason why,"
1525,37,     but turn'd on me her quiet eye!
1526,37,     yet more than worthy of the love
1527,37,"     my spirit struggled with, and strove,"
1528,37,"     when, on the mountain peak, alone,"
1529,37,     ambition lent it a new tone-
1530,37,"     i had no being- but in thee,"
1531,37,"       the world, and all it did contain"
1532,37,     in the earth- the air- the sea-
1533,37,       its joy- its little lot of pain
1534,37,"     that was new pleasure- the ideal,"
1535,37,       dim vanities of dreams by night-
1536,37,     and dimmer nothings which were real-
1537,37,       shadows- and a more shadowy light!
1538,37,"     parted upon their misty wings,"
1539,37,"       and, so, confusedly, became"
1540,37,"       thine image, and- a name- a name!"
1541,37,"     two separate- yet most intimate things,"
1542,37,     i was ambitious- have you known
1543,37,"       the passion, father? you have not,"
1544,37,"     a cottager, i mark'd a throne"
1545,37,"     of half the world as all my own,"
1546,37,       and murmur'd at such lowly lot-
1547,37,"     but, just like any other dream,"
1548,37,       upon the vapour of the dew
1549,37,"     my own had past, did not the beam"
1550,37,       of beauty which did while it thro'
1551,37,     the minute- the hour- the day- oppress
1552,37,"     my mind with double loveliness,"
1553,37,     we walk'd together on the crown
1554,37,     of a high mountain which look'd down
1555,37,     afar from its proud natural towers
1556,37,"       of rock and forest, on the hills-"
1557,37,"     the dwindled hills! begirt with bowers,"
1558,37,"       and shouting with a thousand rills,"
1559,37,"     i spoke to her of power and pride,"
1560,37,       but mystically- in such guise
1561,37,     that she might deem it nought beside
1562,37,       the moment's converse; in her eyes
1563,37,"     i read, perhaps too carelessly-"
1564,37,       a mingled feeling with my own-
1565,37,"     the flush on her bright cheek, to me"
1566,37,       seem'd to become a queenly throne
1567,37,     too well that i should let it be
1568,37,"       light in the wilderness alone,"
1569,37,"     i wrapp'd myself in grandeur then,"
1570,37,       and donn'd a visionary crown-
1571,37,         yet it was not that fantasy
1572,37,         had thrown her mantle over me-
1573,37,"     but that, among the rabble- men,"
1574,37,       lion ambition is chained down-
1575,37,     and crouches to a keeper's hand-
1576,37,     not so in deserts where the grand-
1577,37,     the wild- the terrible conspire
1578,37,"     with their own breath to fan his fire,"
1579,37,     look 'round thee now on samarcand!
1580,37,       is not she queen of earth? her pride
1581,37,     above all cities? in her hand
1582,37,       their destinies? in all beside
1583,37,     of glory which the world hath known
1584,37,     stands she not nobly and alone?
1585,37,     falling- her veriest stepping-stone
1586,37,     shall form the pedestal of a throne-
1587,37,     and who her sovereign? timour- he
1588,37,       whom the astonished people saw
1589,37,     striding o'er empires haughtily
1590,37,       a diadem'd outlaw!
1591,37,"     o, human love! thou spirit given"
1592,37,"     on earth, of all we hope in heaven!"
1593,37,     which fall'st into the soul like rain
1594,37,"     upon the siroc-wither'd plain,"
1595,37,"     and, failing in thy power to bless,"
1596,37,     but leav'st the heart a wilderness!
1597,37,     idea! which bindest life around
1598,37,"     with music of so strange a sound,"
1599,37,     and beauty of so wild a birth-
1600,37,"     farewell! for i have won the earth,"
1601,37,"     when hope, the eagle that tower'd, could see"
1602,37,"       no cliff beyond him in the sky,"
1603,37,     his pinions were bent droopingly-
1604,37,"       and homeward turn'd his soften'd eye,"
1605,37,"     'twas sunset, when the sun will part"
1606,37,     there comes a sullenness of heart
1607,37,     to him who still would look upon
1608,37,"     the glory of the summer sun,"
1609,37,"     that soul will hate the ev'ning mist,"
1610,37,"     so often lovely, and will list"
1611,37,     to the sound of the coming darkness known
1612,37,     to those whose spirits hearken as one
1613,37,"     who, in a dream of night, would fly"
1614,37,"     but cannot from a danger nigh,"
1615,37,     what tho' the moon- the white moon
1616,37,"     shed all the splendour of her noon,"
1617,37,"     her smile is chilly, and her beam,"
1618,37,"     in that time of dreariness, will seem"
1619,37,     so like you gather in your breath
1620,37,"     a portrait taken after death,"
1621,37,     and boyhood is a summer sun
1622,37,     whose waning is the dreariest one-
1623,37,"     for all we live to know is known,"
1624,37,     and all we seek to keep hath flown-
1625,37,"     let life, then, as the day-flower, fall"
1626,37,"     with the noon-day beauty- which is all,"
1627,37,     i reach'd my home- my home no more
1628,37,"       for all had flown who made it so,"
1629,37,"     i pass'd from out its mossy door,"
1630,37,"       and, tho' my tread was soft and low,"
1631,37,     a voice came from the threshold stone
1632,37,     of one whom i had earlier known-
1633,37,"       o, i defy thee, hell, to show"
1634,37,"       on beds of fire that burn below,"
1635,37,"       a humbler heart- a deeper woe,"
1636,37,"     father, i firmly do believe-"
1637,37,"       i know- for death, who comes for me"
1638,37,"         from regions of the blest afar,"
1639,37,"     where there is nothing to deceive,"
1640,37,"         hath left his iron gate ajar,"
1641,37,       and rays of truth you cannot see
1642,37,       are flashing thro' eternity-
1643,37,     i do believe that eblis hath
1644,37,     a snare in every human path-
1645,37,"     else how, when in the holy grove"
1646,37,"     i wandered of the idol, love,"
1647,37,     who daily scents his snowy wings
1648,37,     with incense of burnt offerings
1649,37,"     from the most unpolluted things,"
1650,37,     whose pleasant bowers are yet so riven
1651,37,"     above with trellis'd rays from heaven,"
1652,37,     no mote may shun- no tiniest fly-
1653,37,     the lightning of his eagle eye-
1654,37,"     how was it that ambition crept,"
1655,37,"       unseen, amid the revels there,"
1656,37,"     till growing bold, he laughed and leapt"
1657,37,       in the tangles of love's very hair?
1658,38,i
1659,38,         hear the sledges with the bells-
1660,38,                  silver bells!
1661,38,  what a world of merriment their melody foretells!
1662,38,"         how they tinkle, tinkle, tinkle,"
1663,38,             in the icy air of night!
1664,38,         while the stars that oversprinkle
1665,38,"         all the heavens, seem to twinkle"
1666,38,            with a crystalline delight;
1667,38,"               keeping time, time, time,"
1668,38,"            in a sort of runic rhyme,"
1669,38,  to the tintinnabulation that so musically wells
1670,38,"            from the bells, bells, bells, bells,"
1671,38,"                  bells, bells, bells-"
1672,38,"  from the jingling and the tinkling of the bells,"
1673,38,                       ii
1674,38,"         hear the mellow wedding bells,"
1675,38,                  golden bells!
1676,38,  what a world of happiness their harmony foretells!
1677,38,         through the balmy air of night
1678,38,         how they ring out their delight!
1679,38,"           from the molten-golden notes,"
1680,38,"                  and an in tune,"
1681,38,           what a liquid ditty floats
1682,38,"  to the turtle-dove that listens, while she gloats"
1683,38,                  on the moon!
1684,38,"         oh, from out the sounding cells,"
1685,38,  what a gush of euphony voluminously wells!
1686,38,                  how it swells!
1687,38,                  how it dwells
1688,38,           on the future! how it tells
1689,38,           of the rapture that impels
1690,38,         to the swinging and the ringing
1691,38,"           of the bells, bells, bells,"
1692,38,"         of the bells, bells, bells,bells,"
1693,38,"                  bells, bells, bells-"
1694,38,  to the rhyming and the chiming of the bells!
1695,38,                       iii
1696,38,         hear the loud alarum bells-
1697,38,                  brazen bells!
1698,38,"  what a tale of terror, now, their turbulency tells!"
1699,38,         in the startled ear of night
1700,38,       how they scream out their affright!
1701,38,"         too much horrified to speak,"
1702,38,"         they can only shriek, shriek,"
1703,38,"                  out of tune,"
1704,38,"  in a clamorous appealing to the mercy of the fire,"
1705,38,"  in a mad expostulation with the deaf and frantic fire,"
1706,38,"         leaping higher, higher, higher,"
1707,38,"           with a desperate desire,"
1708,38,"         and a resolute endeavor,"
1709,38,"         now- now to sit or never,"
1710,38,"       by the side of the pale-faced moon,"
1711,38,"          oh, the bells, bells, bells!"
1712,38,          what a tale their terror tells
1713,38,                  of despair!
1714,38,"        how they clang, and clash, and roar!"
1715,38,        what a horror they outpour
1716,38,      on the bosom of the palpitating air!
1717,38,"          yet the ear it fully knows,"
1718,38,"                  by the twanging,"
1719,38,"                  and the clanging,"
1720,38,"          how the danger ebbs and flows,"
1721,38,"          yet the ear distinctly tells,"
1722,38,"                  in the jangling,"
1723,38,"                  and the wrangling,"
1724,38,"          how the danger sinks and swells,"
1725,38,  by the sinking or the swelling in the anger of the bells-
1726,38,                  of the bells-
1727,38,"          of the bells, bells, bells,bells,"
1728,38,"                bells, bells, bells-"
1729,38,     in the clamor and the clangor of the bells!
1730,38,                       iv
1731,38,         hear the tolling of the bells-
1732,38,                  iron bells!
1733,38,  what a world of solemn thought their monody compels!
1734,38,"         in the silence of the night,"
1735,38,         how we shiver with affright
1736,38,    at the melancholy menace of their tone!
1737,38,         for every sound that floats
1738,38,         from the rust within their throats
1739,38,"                   is a groan,"
1740,38,"         and the people- ah, the people-"
1741,38,"         they that dwell up in the steeple,"
1742,38,                  all alone
1743,38,"         and who, tolling, tolling, tolling,"
1744,38,"           in that muffled monotone,"
1745,38,         feel a glory in so rolling
1746,38,           on the human heart a stone-
1747,38,         they are neither man nor woman-
1748,38,         they are neither brute nor human-
1749,38,"                  they are ghouls,"
1750,38,           and their king it is who tolls;
1751,38,"           and he rolls, rolls, rolls,"
1752,38,                  rolls
1753,38,             a paean from the bells!
1754,38,         and his merry bosom swells
1755,38,           with the paean of the bells!
1756,38,"         and he dances, and he yells;"
1757,38,"         keeping time, time, time,"
1758,38,"         in a sort of runic rhyme,"
1759,38,           to the paean of the bells-
1760,38,"                  of the bells,"
1761,38,"         keeping time, time, time,"
1762,38,"         in a sort of runic rhyme,"
1763,38,           to the throbbing of the bells-
1764,38,"         of the bells, bells, bells-"
1765,38,           to the sobbing of the bells;
1766,38,"         keeping time, time, time,"
1767,38,"           as he knells, knells, knells,"
1768,38,"         in a happy runic rhyme,"
1769,38,           to the rolling of the bells-
1770,38,"         of the bells, bells, bells,"
1771,38,"           to the tolling of the bells,"
1772,38,"         of the bells, bells, bells, bells-"
1773,38,"           bells, bells, bells-"
1774,38,"   to the moaning and the groaning of the bells,"
1775,39,lo! death has reared himself a throne
1776,39,     in a strange city lying alone
1777,39,"     far down within the dim west,"
1778,39,     where the good and the bad and the worst and the best
1779,39,"     have gone to their eternal rest,"
1780,39,     there shrines and palaces and towers
1781,39,     time-eaten towers that tremble not!
1782,39,"     resemble nothing that is ours,"
1783,39,"     around, by lifting winds forgot,"
1784,39,     resignedly beneath the sky
1785,39,"     the melancholy waters he,"
1786,39,     no rays from the holy heaven come down
1787,39,     on the long night-time of that town;
1788,39,     but light from out the lurid sea
1789,39,     streams up the turrets silently-
1790,39,     gleams up the pinnacles far and free-
1791,39,     up domes- up spires- up kingly halls-
1792,39,     up fanes- up babylon-like walls-
1793,39,     up shadowy long-forgotten bowers
1794,39,     of sculptured ivy and stone flowers-
1795,39,     up many and many a marvellous shrine
1796,39,     whose wreathed friezes intertwine
1797,39,"     the viol, the violet, and the vine,"
1798,39,     resignedly beneath the sky
1799,39,"     the melancholy waters lie,"
1800,39,     so blend the turrets and shadows there
1801,39,"     that all seem pendulous in air,"
1802,39,     while from a proud tower in the town
1803,39,"     death looks gigantically down,"
1804,39,     there open fanes and gaping graves
1805,39,     yawn level with the luminous waves;
1806,39,     but not the riches there that lie
1807,39,     in each idol's diamond eye-
1808,39,     not the gaily-jewelled dead
1809,39,     tempt the waters from their bed;
1810,39,"     for no ripples curl, alas!"
1811,39,     along that wilderness of glass-
1812,39,     no swellings tell that winds may be
1813,39,     upon some far-off happier sea-
1814,39,     no heavings hint that winds have been
1815,39,"     on seas less hideously serene,"
1816,39,"     but lo, a stir is in the air!"
1817,39,     the wave- there is a movement there!
1818,39,"     as if the towers had thrust aside,"
1819,39,"     in slightly sinking, the dull tide-"
1820,39,     as if their tops had feebly given
1821,39,"     a void within the filmy heaven,"
1822,39,     the waves have now a redder glow-
1823,39,     the hours are breathing faint and low-
1824,39,"     and when, amid no earthly moans,"
1825,39,"     down, down that town shall settle hence,"
1826,39,"     hell, rising from a thousand thrones,"
1827,39,"     shall do it reverence,"
1828,40,type of the antique rome! rich reliquary
1829,40,      of lofty contemplation left to time
1830,40,      by buried centuries of pomp and power!
1831,40,      at length- at length- after so many days
1832,40,"      of weary pilgrimage and burning thirst,"
1833,40,"      thirst for the springs of lore that in thee lie,"
1834,40,"      i kneel, an altered and an humble man,"
1835,40,"      amid thy shadows, and so drink within"
1836,40,"      my very soul thy grandeur, gloom, and glory!"
1837,40,      vastness! and age! and memories of eld!
1838,40,      silence! and desolation! and dim night!
1839,40,      i feel ye now- i feel ye in your strength-
1840,40,      o spells more sure than e'er judaean king
1841,40,      taught in the gardens of gethsemane!
1842,40,      o charms more potent than the rapt chaldee
1843,40,      ever drew down from out the quiet stars!
1844,40,"      here, where a hero fell, a column falls!"
1845,40,"      here, where the mimic eagle glared in gold,"
1846,40,      a midnight vigil holds the swarthy bat!
1847,40,"      here, where the dames of rome their gilded hair"
1848,40,"      waved to the wind, now wave the reed and thistle!"
1849,40,"      here, where on golden throne the monarch lolled,"
1850,40,"      glides, spectre-like, unto his marble home,"
1851,40,"      lit by the wan light of the horned moon,"
1852,40,      the swift and silent lizard of the stones!
1853,40,      but stay! these walls- these ivy-clad arcades-
1854,40,      these moldering plinths- these sad and blackened shafts-
1855,40,      these vague entablatures- this crumbling frieze-
1856,40,      these shattered cornices- this wreck- this ruin-
1857,40,      these stones- alas! these grey stones- are they all-
1858,40,"      all of the famed, and the colossal left"
1859,40,      by the corrosive hours to fate and me?
1860,40,      not all- the echoes answer me- not all!
1861,40,"      prophetic sounds and loud, arise forever"
1862,40,"      from us, and from all ruin, unto the wise,"
1863,40,"      as melody from memnon to the sun,"
1864,40,      we rule the hearts of mightiest men- we rule
1865,40,"      with a despotic sway all giant minds,"
1866,40,"      we are not impotent- we pallid stones,"
1867,40,      not all our power is gone- not all our fame-
1868,40,      not all the magic of our high renown-
1869,40,      not all the wonder that encircles us-
1870,40,      not all the mysteries that in us lie-
1871,40,      not all the memories that hang upon
1872,40,"      and cling around about us as a garment,"
1873,40,"      clothing us in a robe of more than glory,"
1874,41,lo! 'tis a gala night
1875,41,        within the lonesome latter years!
1876,41,"      an angel throng, bewinged, bedight"
1877,41,"        in veils, and drowned in tears,"
1878,41,"      sit in a theatre, to see"
1879,41,"        a play of hopes and fears,"
1880,41,      while the orchestra breathes fitfully
1881,41,"        the music of the spheres,"
1882,41,"      mimes, in the form of god on high,"
1883,41,"        mutter and mumble low,"
1884,41,      and hither and thither fly-
1885,41,"        mere puppets they, who come and go"
1886,41,      at bidding of vast formless things
1887,41,"        that shift the scenery to and fro,"
1888,41,      flapping from out their condor wings
1889,41,        invisible woe!
1890,41,"      that motley drama- oh, be sure"
1891,41,        it shall not be forgot!
1892,41,"      with its phantom chased for evermore,"
1893,41,"        by a crowd that seize it not,"
1894,41,      through a circle that ever returneth in
1895,41,"        to the self-same spot,"
1896,41,"      and much of madness, and more of sin,"
1897,41,"        and horror the soul of the plot,"
1898,41,"      but see, amid the mimic rout"
1899,41,        a crawling shape intrude!
1900,41,      a blood-red thing that writhes from out
1901,41,        the scenic solitude!
1902,41,      it writhes!- it writhes!- with mortal pangs
1903,41,"        the mimes become its food,"
1904,41,      and seraphs sob at vermin fangs
1905,41,"        in human gore imbued,"
1906,41,      out- out are the lights- out all!
1907,41,"        and, over each quivering form,"
1908,41,"      the curtain, a funeral pall,"
1909,41,"        comes down with the rush of a storm,"
1910,41,"      while the angels, all pallid and wan,"
1911,41,"        uprising, unveiling, affirm"
1912,41,"      that the play is the tragedy, man,"
1913,41,"        and its hero the conqueror worm,"
1914,42,the only king by right divine
1915,42,"is ellen king, and were she mine"
1916,42,"i'd strive for liberty no more,"
1917,42,"but hug the glorious chains i wore,"
1918,42,"her bosom is an ivory throne,"
1919,42,where tyrant virtue reigns alone ;
1920,42,"no subject vice dare interfere,"
1921,42,"to check the power that governs here,"
1922,42,"o! would she deign to rule my fate,"
1923,42,"i'd worship kings and kingly state,"
1924,42,"and hold this maxim all life long,"
1925,42,"the king — my king — can do no wrong,"
1926,43,'tis said that when
1927,43,the hands of men
1928,43,"tamed this primeval wood,"
1929,43,"and hoary trees with groans of woe,"
1930,43,"like warriors by an unknown foe,"
1931,43,"were in their strength subdued,"
1932,43,the virgin earth gave instant birth
1933,43,to springs that ne'er did flow
1934,43,"that in the sun did rivulets run,"
1935,43,and all around rare flowers did blow
1936,43,the wild rose pale perfumed the gale
1937,43,and the queenly lily adown the dale
1938,43,whom the sun and the dew
1939,43,"and the winds did woo,"
1940,43,"with the gourd and the grape luxuriant grew,"
1941,43,so when in tears
1942,43,the love of years
1943,43,"is wasted like the snow,"
1944,43,and the fine fibrils of its life
1945,43,by the rude wrong of instant strife
1946,43,are broken at a blow
1947,43,within the heart
1948,43,do springs upstart
1949,43,"of which it doth now know,"
1950,43,"and strange, sweet dreams,"
1951,43,like silent streams
1952,43,"that from new fountains overflow,"
1953,43,with the earlier tide
1954,43,of rivers glide
1955,43,deep in the heart whose hope has died--
1956,43,"quenching the fires its ashes hide,--"
1957,43,"its ashes, whence will spring and grow"
1958,43,"sweet flowers, ere long,"
1959,43,the rare and radiant flowers of song!
1960,44,the happiest day- the happiest hour
1961,44,"       my sear'd and blighted heart hath known,"
1962,44,"     the highest hope of pride and power,"
1963,44,"       i feel hath flown,"
1964,44,     of power! said i? yes! such i ween;
1965,44,"       but they have vanish'd long, alas!"
1966,44,     the visions of my youth have been-
1967,44,"       but let them pass,"
1968,44,"     and, pride, what have i now with thee?"
1969,44,       another brow may even inherit
1970,44,     the venom thou hast pour'd on me
1971,44,"       be still, my spirit!"
1972,44,     the happiest day- the happiest hour
1973,44,"       mine eyes shall see- have ever seen,"
1974,44,"     the brightest glance of pride and power,"
1975,44,"       i feel- have been,"
1976,44,     but were that hope of pride and power
1977,44,       now offer'd with the pain
1978,44,     even then i felt- that brightest hour
1979,44,"       i would not live again,"
1980,44,"     for on its wing was dark alloy,"
1981,44,"       and, as it flutter'd- fell"
1982,44,     an essence- powerful to destroy
1983,44,"       a soul that knew it well,"
1984,45,in the greenest of our valleys
1985,45,"        by good angels tenanted,"
1986,45,      once a fair and stately palace-
1987,45,"        radiant palace- reared its head,"
1988,45,      in the monarch thought's dominion-
1989,45,        it stood there!
1990,45,      never seraph spread a pinion
1991,45,        over fabric half so fair!
1992,45,"      banners yellow, glorious, golden,"
1993,45,"        on its roof did float and flow,"
1994,45,      this- all this- was in the olden
1995,45,"        time long ago,"
1996,45,"      and every gentle air that dallied,"
1997,45,"        in that sweet day,"
1998,45,"      along the ramparts plumed and pallid,"
1999,45,"        a winged odor went away,"
2000,45,"      wanderers in that happy valley,"
2001,45,"        through two luminous windows, saw"
2002,45,"      spirits moving musically,"
2003,45,"        to a lute's well-tuned law,"
2004,45,"      round about a throne where, sitting"
2005,45,        porphyrogene!
2006,45,"      in state his glory well-befitting,"
2007,45,"        the ruler of the realm was seen,"
2008,45,      and all with pearl and ruby glowing
2009,45,"        was the fair palace door,"
2010,45,"      through which came flowing, flowing, flowing,"
2011,45,"        and sparkling evermore,"
2012,45,"      a troop of echoes, whose sweet duty"
2013,45,"        was but to sing,"
2014,45,"      in voices of surpassing beauty,"
2015,45,"        the wit and wisdom of their king,"
2016,45,"      but evil things, in robes of sorrow,"
2017,45,"        assailed the monarch's high estate,"
2018,45,"      ah, let us mourn!- for never morrow"
2019,45,        shall dawn upon him desolate!
2020,45,      and round about his home the glory
2021,45,"        that blushed and bloomed,"
2022,45,      is but a dim-remembered story
2023,45,"        of the old time entombed,"
2024,45,"      and travellers, now, within that valley,"
2025,45,        through the red-litten windows see
2026,45,"      vast forms, that move fantastically"
2027,45,"        to a discordant melody,"
2028,45,"      while, like a ghastly rapid river,"
2029,45,        through the pale door
2030,45,      a hideous throng rush out forever
2031,45,"        and laugh- but smile no more,"
2032,46,in spring of youth it was my lot
2033,46,      to haunt of the wide world a spot
2034,46,      the which i could not love the less-
2035,46,      so lovely was the loneliness
2036,46,"      of a wild lake, with black rock bound,"
2037,46,"      and the tall pines that towered around,"
2038,46,      but when the night had thrown her pall
2039,46,"      upon that spot, as upon all,"
2040,46,      and the mystic wind went by
2041,46,      murmuring in melody-
2042,46,      then- ah then i would awake
2043,46,"      to the terror of the lone lake,"
2044,46,"      yet that terror was not fright,"
2045,46,      but a tremulous delight-
2046,46,      a feeling not the jewelled mine
2047,46,      could teach or bribe me to define-
2048,46,"      nor love- although the love were thine,"
2049,46,"      death was in that poisonous wave,"
2050,46,      and in its gulf a fitting grave
2051,46,      for him who thence could solace bring
2052,46,      to his lone imagining-
2053,46,      whose solitary soul could make
2054,46,"      an eden of that dim lake,"
2055,47,"once upon a midnight dreary, while i pondered, weak and weary,"
2056,47," over many a quaint and curious volume of forgotten lore,"
2057,47,"   while i nodded, nearly napping, suddenly there came a tapping,"
2058,47,"  as of some one gently rapping, rapping at my chamber door,"
2059,47," 'tis some visitor, i muttered, tapping at my chamber door-"
2060,47,"               only this, and nothing more,"
2061,47,"   ah, distinctly i remember it was in the bleak december,"
2062,47," and each separate dying ember wrought its ghost upon the floor,"
2063,47,   eagerly i wished the morrow;- vainly i had sought to borrow
2064,47,   from my books surcease of sorrow- sorrow for the lost lenore-
2065,47, for the rare and radiant maiden whom the angels name lenore-
2066,47,"               nameless here for evermore,"
2067,47,   and the silken sad uncertain rustling of each purple curtain
2068,47, thrilled me- filled me with fantastic terrors never felt before;
2069,47,"   so that now, to still the beating of my heart, i stood repeating,"
2070,47,   'tis some visitor entreating entrance at my chamber door-
2071,47, some late visitor entreating entrance at my chamber door;-
2072,47,"               this it is, and nothing more,"
2073,47,"   presently my soul grew stronger; hesitating then no longer,"
2074,47," sir, said i, or madam, truly your forgiveness i implore;"
2075,47,"   but the fact is i was napping, and so gently you came rapping,"
2076,47,"   and so faintly you came tapping, tapping at my chamber door,"
2077,47, that i scarce was sure i heard you- here i opened wide the door;-
2078,47,"               darkness there, and nothing more,"
2079,47,"   deep into that darkness peering, long i stood there wondering,"
2080,47,"       fearing,"
2081,47," doubting, dreaming dreams no mortals ever dared to dream before;"
2082,47,"   but the silence was unbroken, and the stillness gave no token,"
2083,47,"   and the only word there spoken was the whispered word, lenore!"
2084,47," this i whispered, and an echo murmured back the word, lenore!-"
2085,47,"               merely this, and nothing more,"
2086,47,"   back into the chamber turning, all my soul within me burning,"
2087,47,"  soon again i heard a tapping somewhat louder than before,"
2088,47,"   surely, said i, surely that is something at my window lattice,"
2089,47,"   let me see, then, what thereat is, and this mystery explore-"
2090,47, let my heart be still a moment and this mystery explore;-
2091,47,"               'tis the wind and nothing more,"
2092,47,"   open here i flung the shutter, when, with many a flirt and"
2093,47,"       flutter,"
2094,47, in there stepped a stately raven of the saintly days of yore;
2095,47,   not the least obeisance made he; not a minute stopped or stayed
2096,47,       he;
2097,47,"   but, with mien of lord or lady, perched above my chamber door-"
2098,47, perched upon a bust of pallas just above my chamber door-
2099,47,"               perched, and sat, and nothing more,"
2100,47,"  then this ebony bird beguiling my sad fancy into smiling,"
2101,47," by the grave and stern decorum of the countenance it wore,"
2102,47,"  though thy crest be shorn and shaven, thou, i said, art sure no"
2103,47,"       craven,"
2104,47,  ghastly grim and ancient raven wandering from the nightly shore-
2105,47, tell me what thy lordly name is on the night's plutonian shore!
2106,47,"               quoth the raven, nevermore,"
2107,47,"   much i marvelled this ungainly fowl to hear discourse so plainly,"
2108,47, though its answer little meaning- little relevancy bore;
2109,47,   for we cannot help agreeing that no living human being
2110,47,   ever yet was blest with seeing bird above his chamber door-
2111,47," bird or beast upon the sculptured bust above his chamber door,"
2112,47,"               with such name as nevermore,"
2113,47,"   but the raven, sitting lonely on the placid bust, spoke only"
2114,47," that one word, as if his soul in that one word he did outpour,"
2115,47,   nothing further then he uttered- not a feather then he fluttered-
2116,47,"   till i scarcely more than muttered, other friends have flown"
2117,47,       before-
2118,47," on the morrow he will leave me, as my hopes have flown before,"
2119,47,"               then the bird said, nevermore,"
2120,47,"    startled at the stillness broken by reply so aptly spoken,"
2121,47," doubtless, said i, what it utters is its only stock and store,"
2122,47,    caught from some unhappy master whom unmerciful disaster
2123,47,    followed fast and followed faster till his songs one burden bore-
2124,47, till the dirges of his hope that melancholy burden bore
2125,47,"               of 'never- nevermore',"
2126,47,"   but the raven still beguiling all my fancy into smiling,"
2127,47," straight i wheeled a cushioned seat in front of bird, and bust and"
2128,47,       door;
2129,47,"   then upon the velvet sinking, i betook myself to linking"
2130,47,"   fancy unto fancy, thinking what this ominous bird of yore-"
2131,47," what this grim, ungainly, ghastly, gaunt and ominous bird of yore"
2132,47,"               meant in croaking nevermore,"
2133,47,"   this i sat engaged in guessing, but no syllable expressing"
2134,47, to the fowl whose fiery eyes now burned into my bosom's core;
2135,47,"   this and more i sat divining, with my head at ease reclining"
2136,47,"   on the cushion's velvet lining that the lamplight gloated o'er,"
2137,47," but whose velvet violet lining with the lamplight gloating o'er,"
2138,47,"               she shall press, ah, nevermore!"
2139,47,"   then methought the air grew denser, perfumed from an unseen censer"
2140,47," swung by seraphim whose footfalls tinkled on the tufted floor,"
2141,47,"   wretch, i cried, thy god hath lent thee- by these angels he"
2142,47,       hath sent thee
2143,47,"   respite- respite and nepenthe, from thy memories of lenore!"
2144,47," quaff, oh quaff this kind nepenthe and forget this lost lenore!"
2145,47,"               quoth the raven, nevermore,"
2146,47,"   prophet! said i, thing of evil!- prophet still, if bird or"
2147,47,       devil!-
2148,47," whether tempter sent, or whether tempest tossed thee here ashore,"
2149,47,"   desolate yet all undaunted, on this desert land enchanted-"
2150,47,"   on this home by horror haunted- tell me truly, i implore-"
2151,47," is there- is there balm in gilead?- tell me- tell me, i implore!"
2152,47,"               quoth the raven, nevermore,"
2153,47,"   prophet! said i, thing of evil- prophet still, if bird or"
2154,47,       devil!
2155,47, by that heaven that bends above us- by that god we both adore-
2156,47,"   tell this soul with sorrow laden if, within the distant aidenn,"
2157,47,   it shall clasp a sainted maiden whom the angels name lenore-
2158,47," clasp a rare and radiant maiden whom the angels name lenore,"
2159,47,"               quoth the raven, nevermore,"
2160,47,"   be that word our sign in parting, bird or fiend, i shrieked,"
2161,47,       upstarting-
2162,47, get thee back into the tempest and the night's plutonian shore!
2163,47,   leave no black plume as a token of that lie thy soul hath spoken!
2164,47,   leave my loneliness unbroken!- quit the bust above my door!
2165,47," take thy beak from out my heart, and take thy form from off my"
2166,47,       door!
2167,47,"              quoth the raven, nevermore,"
2168,47,"   and the raven, never flitting, still is sitting, still is sitting"
2169,47, on the pallid bust of pallas just above my chamber door;
2170,47,"   and his eyes have all the seeming of a demon's that is dreaming,"
2171,47,   and the lamplight o'er him streaming throws his shadow on the
2172,47,       floor;
2173,47, and my soul from out that shadow that lies floating on the floor
2174,47,               shall be lifted- nevermore!
2175,48,"at midnight, in the month of june,"
2176,48,"     i stand beneath the mystic moon,"
